뉴스 식별자,일자,언론사,기고자,제목,통합 분류1,통합 분류2,통합 분류3,사건/사고 분류1,사건/사고 분류2,사건/사고 분류3,인물,위치,기관,키워드,특성추출(가중치순 상위 50개),본문,URL,분석제외 여부
01500601.20160705223002012,20160705,매일신문,김대호 기자 dhkim@msnet.co.kr,[동해의 창] 신공항과 방폐장,지역>강원, 지역>경북, 지역>경남,,,,"황교안,권영길","경상도,전라,김해공항,서울,밀양,부산,신공항,경주,영덕,대구경북,수도권,동해안,경북,가덕도,울진,영남권","밀양,고준위,신공항,영덕,대구경북,경주시의회,정부,공청회,중앙정부,TK,대한민국,산업통상자원부,개진,경남","신공항,방폐장,정부,억지,항의,본지,1면,백지,경북,동해안,생활,지인,부산,출신,대화,기회,잉크,부족,냉소,농담,영남,공항,위치,표시,사실,대한민국,제2관문,공항,역할,경상도,전라,충청권,하늘길,국책사업,설명,밀양,대구경북,밀양,경남,대구경북,순간적,착각,중앙정부,수도,언론,밀양,TK,신공항,논리,세뇌,정부,밀양,가덕도,결정,김해공항,확장,신공항,억지,주장,정치인들,대승,결정,정치인들,지역,출신,정치인,황교안,총리,이야기,표현,상황,대변,억지,나흘,언론,지난달,주목,서울,방사,폐기물,방폐장,공청회,신공항,정부,일방통행,도마,이날,새벽잠,상경,경주,울진,영덕,주민들,경북,동해안,주민,부산,영광,주민들,주최,저지,행사장,진입,행사장,단상,점거,구호,주장,동행,의장,권영길,경주시의회,고준위,방사,성폐기물,원전,임시,보관,정부,임시저장고,주민들,지역,주민,소외,공청회,정부,임시저장고,증설,약속,일체,논의,방폐장,중단,정부,겨냥,영덕,주민,촌사람들,인간,취급,인간,취급,목청,영덕,주민,영덕,원전,확정,상황,논의,방폐장,영덕,정부,일방적,주민들,반발,공청회,11시,휴회,12시,재개,선언,폐회,선언,주민,시민단체들,공청회,주민들,배제,날치기,진행,무효,주장,산업통상자원부,회의,진행,방해,우여곡절,안건발표,소정,절차,의견,개진,계획,공식입장,정부,공청회,주민들,행동,억지,생떼,추태,이미지,덧칠,백지,원전,준위,방폐,공청회,정부,일방통행,구체적,전략적,표현","신공항,고준위,공청회,방폐장,밀양,영덕,주민들,부산,정치인,정치인들,동해안,경북,행사장,김해공항,권영길,저장고,일방통행,대구경북,경주시의회,나흘,하늘길,충청,충청권,국책사업"," 정부의 신공항 억지(?)에 항의해 본지가 1면을 백지로 낸 뒤 경북 동해안에서 생활하는 부산 출신 지인과 대화를 나눌 기회가 있었다. 그는 ""잉크가 부족하십니까?""라며 냉소 섞인 농담을 걸어왔다. 영남권 신공항이 공항의 위치만을 표시할 뿐 사실상 기능은 대한민국의 제2관문공항 역할을 하는 것이라는 점과 단순히 경상도뿐만 아니라 전라`충청권까지 하늘길을..",http://www.imaeil.com/sub_news/sub_news_view.php?news_id=32503&yy=2016,
01500601.20160705203923001,20160705,매일신문,매일신문,"[사설] 정부, 신공항 용역 자료 안 내놓나, 못 내놓나",지역>경기, 지역>부산, 지역>경남,,,,,"김해공항,영남권,계산,대구시","경북도,ADPi,정부,파리공항공단엔지니어링,국토부,대구경북민,국토교통부,신공항,국정조사,국회","정부,자료,용역,국토교통부,영남,최종보고서,용역,결과,최종,보고서,정확,데이터,상태,김해공항,확장,어이,정부,정확,근거,자료,확보,결정,후보지,용역기관,파리공항공단엔지니어링,ADPi,방관,정부,김해공항,확장,졸속,무책임,정치적,결정,증거,대구시,경북도,용역,결과,검증,국토교통부,최종보고서,원자료,raw,data,요청,국토부,ADPi,답변,국토부,ADPi,최종,요약본,최종보고서,중순,전달,최종보고서,용역,결과,발표문,핵심,입체,평가,결과,국토부,해명,국토부,해명,민간,기업,데이터,근거,확인,사업,진행,국토부,최종보고서,요약본,국민,관심,신공항,해결,지역,갈등,지역,갈등,신공항,며칠,최종보고서,확보,강행,상식,ADPi,원자료,조작,계산,방법,정부,부처,정도,국회,국정조사,사안,정부,정도,처리,상황,대구경북민,김해공항,확장,납득,수용,정부,국토부,차관,지역,민심,정확,데이터,근거,지역민,설득,예의,정부,졸속,무책임,행정,경악,수준","신공항,국토부,최종보고서,보고서,김해공항,원자료,발표문,요약본,무책임,adpi,교통부,후보지,국토교통부,국정조사,대구시,data,대구경북민,경북도,raw,파리공항공단엔지니어링,지역민,용역기관,영남,정부,용역,결과,지역,근거,정확,최종,정도,확장"," 국토교통부가 영남권 신공항의 용역 결과 최종보고서와 정확한 데이터를 받지 못한 상태에서 서둘러 김해공항 확장안을 발표했다고 하니 어이가 없다. 정부가 정확한 근거나 자료도 확보하지 않은 채, 신공항 후보지 결정을 용역기관인 파리공항공단엔지니어링(ADPi)에게 맡겨놓고 방관했다는 것은 도저히 믿을 수 없는 일이다. 정부의 김해공항 확장안이 얼마나 졸속으..",http://www.imaeil.com/sub_news/sub_news_view.php?news_id=32564&yy=2016,
01500601.20160705194339001,20160705,매일신문,최동석 대구 동구발전의회장,"[기고] 선거공약, 검증 평가회의 구성하자",정치>선거, 정치>국회_정당, 정치>청와대,,,,박근혜,"제소,호도,파동,영남","국민의당,국회의원,더불어민주당,국민회의,국회,공약검증국민회의,국민회의법,청와대,평화통일,총선,MB정부,새누리당,박근혜정부","선거공약,검증,평가회의,구성하자,대선,후보들,공약,시민,대선,바람,공약,허탈감,자괴감,원칙,신뢰,정치인,박근혜,대통령,영남,공약,한마디,사과,김해신공항,엉터리,국민,호도,정치권,작태,선거,포퓰리즘,선거무용론,대두,종국,민주주의,조종,선거,요물,세상,선거,공약,公約,선거,득표용,당선,공약,空約,유권자들,신경,경향,공약,公約,공약,空約,치부,정치,행태,정당,이기주의,정치,불신,국정,불만,팽배,MB정부,747공약,허구,박근혜정부,474공약,그림,선거직들,선심성,비효율적,실현,공약,남발,민주주의,발전,고사,시민,행복,담보,정치,기본,요건,상실,공약검증,평가국민회의법,제정,운영,제안,위원,순수,민간인,구성,정당,일정,소속,국회의원,숫자,대비,민간위원,추천,광역시,1인,사회단체,대표,50명,상설기구,구성,후보,등록,공약,제출,공약검증국민회의,소집,실현,가능,검토,투표,국민,점검,결과,공표,유권자,판단,유도,공명선거,가능,선거,분기별,공약평가국민회의,당선,공직자,공약,추진,평가,국민,공개,평가,결과,책임,대통령,이행도,국회,탄핵소추,촉구,국회의원,불이행,국민소환제,제소,지방의원,공직자,주민소환제,책임,제도,장치,미래,총선,선거,국회의원,새누리당,공천,파동,야당,주도,싸움,등록,하루,후보자,확정,국정,주도,국회의원,후보자,인물,점검,공약,검토,기회,상실,유권자,터널,투표,결과,3분,장담,새누리당,원내,더불어민주당,20석,짐작,국민,38석,이변,결과,이변,국민,심판,유권자,황금분할,진흙탕,싸움,소통,협치,명령,국민,명령,거역,나라,청와대,국회,존재,유권자,후보자,공약,검증,투표,민주시민,양성,정직,성실,후보자,선출,정의,민주사회,제도,정착,요구,국회,제왕,대통령,삼권분립,헌법,개헌,국회의원,특권,정책정당제,경제,전쟁,시대,입법,활동,평화통일,대업,기초,마련","국회의원,유권자,후보자,민주주의,새누리당,박근혜,소환제,공직자,국민회의,진흙탕,空約,평화통일,사회단체,1인,상설기구,선심성,광역시,선거직,지방의원,더불어민주당,선거직들,자괴감,20석,민간위원,정책정당제,정치인"," 2012년 12월 대선을 앞두고 후보들이 내놓은 공약에 ‘먹지 않아도 배 터지는’ 시민은 즐겁기도 했지만, 대선이 끝나고 ‘바람과 함께 사라지는 공약’에 허탈감을 느끼면서 자괴감이 들기도 했다. ‘원칙과 신뢰의 정치인’으로 인정받던 박근혜 대통령이 ‘영남권 신공항’ 공약을 한마디 사과도 없이 버리고는 ‘김해신공항’이란 엉터리 결과물로 국민을 호도하고 ..",http://www.imaeil.com/sub_news/sub_news_view.php?news_id=32546&yy=2016,
01500601.20160705194137001,20160705,매일신문,최창윤 삼일회계법인,[경제 칼럼] 대구경북의 새로운 발전전략을 기다리며,지역>대구,,,,,,"로스쿨,리처드,탈러","新대구공항,선스타인,밀양,신대구공항,신공,허브공항,스키폴공항,미주,정도,영남권,김해공항,울산,팔공산IC,국가산업단지,일본,중국,국제공,부산,아무,네덜란드,안내,동남아시아,대구,파리,대구공항,김해신공항","하버드대,암스테르담,유럽,부산,시카고대,공군,대구경북,경북,정부,중앙정부,정도,대구,드나드,항공기","대구경북,실패,유치,대구,전략,K2,대구공항,K2,국가예산,재원,조달,부지,국가산단,금상첨화,영남,입지,선정,대구경북,완패,여기저기,대통령,중앙정부,마음,토로,용역,결과,검증단,부산,지역,정치인,작금,상황,지역민들,사과,모습,지역,숙원,사업,유치,실패,원인,움직임,원인,개입,타인,선택,유도,넛지효과,nudge,effect,용어,행동경제학자,리처드,탈러,시카고대,교수,교수,카스,선스타인,하버드대,로스쿨,공저,넛지,소개,유명,강요,자연,선택,생각,효과,의사,수술,확률,90%,수술,확률,10%,확률,대다수,환자,수술,거부,넛지효과,대표적,사례,네덜란드,암스테르담,스키폴공항,중앙,남자,소변기,파리,그림,사람들,소변,파리,그림,자연,변기,소변,80%,사용,효과,현금자동인출기,ATM,현금,인출,카드,방지,카드,회수,현금,안내문구,효과적,사례,사회,민주화,의견,전달,정책,추진,취지,일방통행,생각,반발,초래,경쟁자,반대자,존재,단편적,직선적,방법,효과,달성,명분,권위,의존,생각,금번,선정,입지,선정,시장직,부산,최선,차선,결과,달성,대구,최선,차선책,추구,모습,대통령,오만,생각,반성,공군,기지,사업,추진,민영공항,군사공항,유기적,결합,경북,남부권,밀양,추진,국가,자원,효율적,운용,군사,공항,건설,민원,최소,명분,동시,충족,복기,정부,김해신,공항,활주,길이,3.2,건설,유럽,미주,노선,운항,항공기,허브공항,지향,모습,근거리,노선,중국,일본,동남아시아,정도,커버,지역,국제공항,편의성,방안,김해공항,확장,추진,공군,기지,대구,근교,경북,도시,울산,접근성,최적화,지역,선정,민간,항공기,이용,추진,건설,예산,건립,K2,국가,예산,조달,대구공항,부지,팔공산IC,연계,국가,산업,단지,신대구공항,건설,사업,대구경북,도약,발판,대구시장님,기자간담회,취임,간담회,통상적,업무,부시장들,위기,상황,기회,온몸,신공항,김해공항,확장,결정,정부,정도,가시적,반대급부,의문,2년,대구,시장,선거,대구,혁신,목숨,말씀,허언,금번,단디","신공항,대구,항공기,신대구공항,k2,대구경북,넛지,김해공항,경북,대구공항,부산,군사공항,리처드,로스쿨,넛지효과,소변기"," 신공항 유치 실패한 대구 새 전략 필요
K2 이전 후 새로운 新대구공항 지어야
K2 이전 위한 국가예산으로 재원 조달
현 부지에는 국가산단 만들면 금상첨화


말도 많고, 시끄러웠던 영남권 신공항 입지 선정이 대구경북의 완패로 끝났다. 여기저기서 대통령과 중앙정부에 대한 섭섭한 마음을 토로하고, 용역 결과에 대한 검증단을 꾸리겠다고 부산하다. 그러나 ..",http://www.imaeil.com/sub_news/sub_news_view.php?news_id=32540&yy=2016,
01500601.20160705193545001,20160705,매일신문,모현철 기자 momo@msnet.co.kr,"""제2관문공항 건설 재추진하라"" 대구경북 6개 지방분권 단체",지역>대구, 지역>경남, 지역>광주,,,,,"김해공항,울산,경북도,대구시,밀양,부산,관문공항,부산지역,대구경북,가덕도,영남권,제2관문공항,대한민국,경남","경북도,국회의원,대구경북본부,지방분권협의회,관문공항,대구경북,지방분권운동,중앙,정부,경상북도,대구시의회,지방분권,지방분권리더스클럽","제2관문,공항,건설,대구경북,지방,분권,단체,백지화,지방,폭거,대구경북,지방,분권,단체,5일,대구시의회,공동기자회견,정부,영남,백지,결정,비난,제2관문,공항,건설,재추진,촉구,이날,회견,대구시,경상북도,지방분권협의회,지방,분권,운동,대구경북본부,지방,분권,개헌,청원,대구경북본부,대구경북,분권,혁신,아카데미,지방분권리더스클럽,기관,단체,참여,공동,성명서,백지,지방,무시,우롱,중앙정부,폭거,정치적,결정,김해공항,활주,각도,대한민국,관문공항,주장,입지,가덕도,밀양,대안,검토,김해공항,확장,경제성,정치성,검토,대통령,중앙정부,결정,대구경북민,공분,자초,지적,대구경북,입지,밀양,제안,부산,울산,경남,영남권,공동,발전,대의,영남권,남부권,공동,발전,가치,대의,우선,대구경북민,염원,대통령,중앙정부,외면,강조,신공항,수도,경제,남부,경제,구축,필수,인프라,논리,백지,발전,국가,균형,안보,강화,국가,백년,대계,자각,편협,단견,분권단체들,대구시,경북도,지역,국회의원,책임론,제기,대구시,경북도,지역민들,건설,필요성,이해,최선,노력,대구시,경북도,전략,부재,사태,백지,일조,정권,지역,국회의원,부산,지역,의원,건설,소극적,질타,단체,지방,분권,후폭풍,백지,대한민국,관문공항,남부,지역,건설,발전,국가,균형,시민단체,노력,계획","신공항,대구경북,백지화,대구경북본부,대구시,영남권,김해공항,영남,대한민국,밀양,대구경북민,부산,경북도,남부권,대구시의회,중앙정부,국회의원,후폭풍,지방분권리더스클럽,지방분,단견,책임론"," 대구경북 6개 지방분권 단체는 5일 오후 대구시의회 대회의실에서 공동기자회견을 열고 정부의 영남권 신공항 백지화 결정을 비난하며 제2관문공항 건설을 재추진하라고 촉구했다. 
이날 회견에는 대구시와 경상북도의 지방분권협의회와 지방분권운동 대구경북본부, 지방분권개헌청원 대구경북본부, 대구경북 분권혁신아카데미, 지방분권리더스클럽 등 6개 기관`단체가 참여했..",http://www.imaeil.com/sub_news/sub_news_view.php?news_id=32524&yy=2016,
01500601.20160705193401001,20160705,매일신문,이호준 기자 hoper@msnet.co.kr,신공항 정부 발뺌에 대구시 경북도 조목조목 반박,정치>국회_정당, 지역>강원, 지역>대구,,,,"최정호,황교안,장 마리,슈발리에,강호인","경북도,김해공항,김해,대정,대구시,밀양,신공항,대구경북,가덕도,영남권,대구,대구공항,영남","김해공항,ADPi,공동성명,정부,국회의원,밀양,파리공항공단엔지니어링,국토부,신공항,국토교통부,국회,대구경북","발뺌,정부,대구시,경북도,조목조목,반박,정부,영남,용역,결과,근거,백지화,영남,백지,대구시,경북도,지역,국회의원,공격,집중,김해공항,확장,지자체,사전,고지,대구공항,존치,언급,주장,대구시,경북도,관계자,정부,영남,김해공항,확장,제시,대구경북,반발,의식,책임,발언,영남,대구경북,방증,처사,주장,김해공항,확장안,5개,정부,김해공항,확장,시도,영남,주장,5월,진행,자문회의,얘기,지역,전문가,자문,회의,근거,질의응답,참석자,밀양,가덕도,후보,질문,파리공항공단엔지니어링,ADPi,검토,정도,김해공항,추가,질문,대답,근거,제시,자문회의,실제,전문가,자문,회의,밀양,가덕도,김해공항,가덕도,김해공항,자문,설명,ADPi,설명자료,밀양,가덕도,설명,도면,김해공항,대구시,경북도,관계자,밀양,가덕도,자문회의,김해공항,언급,설명,질문,답변,밀양,가덕도,생각,분위기,얘기,대구공항,존치,제2차관,최정호,국토부,차관,대구,ADPi,용역,결과,대구,민간,항공,수요,200만,언급,대구공항,위치,존치,지역민들,대구공항,존치,오해,앞뒤,ADPi,발표문,김해공항,확장,대구공항,운영,전제,4천만,3천,수요,예상,슈발리에,영남,용역,책임자,마리,브리핑,국토부,차관,주장,김해공항,확장,김해,ADPi,지난달,영남,용역,결과,김해공항,확장,슈발리에,용역,책임자,김해공항,확장,강호,국토부,장관,김해공항,확장,방안,최적,대안,김해공항,확장,국토부,언론사,보도자료,김해공항,확장,명시,김해공항,확장,김해,둔갑,정부,시작,김해공항,확장,수용,애원,정부,영남,신공항,결정,주장,시도지사,용역,결과,수용,합의,황교안,국무총리,국회,대정부질문,시도지사,수용,합의,바탕,결정,강호,국토,교통부,장관,발표문,지난달,용역,결과,외국,전문,기관,일임,결과,수용,합의,도출,거짓말,영남,시도지사,합의,공동성명서,결과,수용,문구,대구시,경북도,관계자,국무총리,국토,교통부,장관,분란,자초,사태,근거,거짓말,대구경북,영남,주민,자존심,행위,지적","김해공항,영남,대구공항,신공항,가덕도,국토부,5개,시도지사,밀양,대구경북,자문회의,대구시,adpi,대구,국무총리,경북도,거짓말,관계자,전문가"," 정부가 영남권 신공항 용역 결과와 관련, 근거 없는 말을 쏟아내고 있다. 
'영남권 신공항 백지화'에 대한 대구시와 경북도, 지역 국회의원들의 공격이 집중되면서, 김해공항 확장안에 대해 해당 지자체에 사전 고지했다거나 대구공항 존치 문제에 대해 언급한 적이 없다는 등 터무니없는 주장을 이어가고 있다. 
대구시와 경북도 관계자는 ""정부가 영남권 신공항 ..",http://www.imaeil.com/sub_news/sub_news_view.php?news_id=32523&yy=2016,
01500601.20160705192850001,20160705,매일신문,칠곡 이영욱 기자 hello@msnet.co.kr,날아간 신공항 대신 날아든 사드? 배치 후보지 칠곡군 거론,정치>외교, 지역>경북, 지역>경남,,,,조기석,"칠곡,칠곡군,대구경북지역,왜관읍,대구경북,칠곡군의회","군의회,국회의원,집행위원장,북한,캠프캐럴,칠곡군의회,미군,정부,칠곡군,대책위원회,대한민국,미군기지,새누리당,칠곡군`칠곡군의회","신공항,사드,배치,후보,칠곡군,거론,칠곡군,군의회,반대,성명,정부,혐오시설,논란,고엽,매립,정부,북한,미사일,위협,방어,고고도미사일방어체계,사드,THAAD,배치지,칠곡군,대상지,대구경북,지역민,격앙,지역민들,염원,사업,백지화,혐오,시설,대구경북,정부,행태,분노,3면,백선기,칠곡,군수,신공항,전자파덩어리,미사일방어체계,지역민,우롱,사드,칠곡군,배치,얘기,상황,정부,칠곡군,협의,대한민국,지방자치,실현,정부,수단,동원,지역민들,반대,사드,배치,칠곡군,칠곡군의회,이날,공동,사드,칠곡군,배치,반대,성명,국가,위기,상황,칠곡군,국가안보,희생양,현실,군민,분노,정부,성토,칠곡군,칠곡군의회,성명,칠곡군,국가안보,중심지,왜관읍,100만,캠프캐럴,미군,기지,부지,제공,지역발전,제약,캠프캐럴,미군,기지,고엽,매립,의혹,대대적,환경,영향,조사,진행,지역민,걱정,주장,군의회,사드,레이더,발생,전자파,위험반경,범위,최대,5.5,중소도시,인구,밀집,지역,칠곡군,배치,현실적,불가능,사드,배치,칠곡군민,안전,직접적,피해,반대,입장,논란,사드,칠곡,배치,대구경북지역민,반발,대책위원회,사드,배치,반대,대구경북,대책,위원회,집행위원장,김두현,이날,칠곡군의회,사드,칠곡,배치,보도,긴급,회견,논의,사드,배치,중단,촉구,의장,조기석,칠곡군의회,반대,사드,배치,물리,행동,불사,격앙,태도,국회의원,새누리당,이완영,고령성주칠곡,국방부,배치지,결정,공식,해명","사드,칠곡군,지역민,대구경북,칠곡,칠곡군의회,캠프캐럴,신공항,전자파,배치지,지역민들,군의회,이완영,새누리당,중심지,백선기,조기석"," 정부가 북한의 미사일 위협을 방어할 고고도미사일방어체계(사드`THAAD) 배치지와 관련 칠곡군을 대상지로 정한 것으로 알려지자 대구경북 지역민들이 격앙하고 있다. 지역민들의 염원인 신공항 사업은 백지화시키고 이른바 '혐오 시설'을 대구경북에 또다시 떠넘기는 정부 행태에 대해 ""더이상 가만히 있을 수 없다""는 분노가 번지고 있는 것이다. 3면 
백선기 ..",http://www.imaeil.com/sub_news/sub_news_view.php?news_id=32522&yy=2016,
01500601.20160705185959001,20160705,매일신문,김병구 기자 kbg@msnet.co.kr,'신공항 민심' 전달할 기회 잡았다 8일 朴 대통령-與 의원 오찬,정치>국회_정당, 정치>청와대, 정치>선거,,,,"유승민,朴,박근혜,정진석","김해공항,부산경남,영남권,대구,무산,대구공항,북한,신공,대구경북","시`도당,국회의원,정부,여소야대,청와대,TK,신공항,국회,새누리당,제20대 국회","민심,전달,기회,8일,대통령,의원,오찬,유승민,재회,여부,관심,신공항,가능성,재고,요청,가능,박근혜,대통령,청와대,새누리당,국회의원,오찬,간담회,집권,국정과제,협력,여권,결집,국정,동력,확보,정진석,새누리당,원내,대표,대통령,전원,새누리당,의원,청와대,초청,오찬,간담회,대통령,전원,새누리당,의원,회동,취임,이날,간담회,대통령,국정운영,여당,협조,당부,의원들,국회,소통,요청,관측,간담회,대통령,대립각,배신,정치,유승민,의원,원내대표직,사퇴,대통령,재회,예정,장면,연출,대화,주목,의원,오찬,참석,의사,소속,의원,전원,참석,대상,대통령,의원,기회,관계자들,관계자,설명,대구경북,의원,지역,염원,영남,무산,대통령,발언,대통령,대응,관심,대구,중진,의원,발언,여건,도당,위원장,대구경북,대표,의원,용역,결과,의문점,대구공항,K2,정부,대책,요청,김해공항,확장,영남,정치적,부산경남,PK,대구경북,TK,반발,지역,민심,의식,영남,의원,대통령,재고,요청,가능성,관측,대통령,간담회,조선,해운업,구조조정,추경,예산안,편성,협조,분야,구조,개혁,북한,대북관계,대응,국민단합,의원들,요청,전망,청와대,관계자,경제,안보,위기,상황,여당,의원,소통,국정협력,강조,예상,청와대,대통령,국회의장단,여야,상임,위원장단,청와대,초청,오찬,방안,협의,의원들,대통령,여야,정치,소통,강조,전망,회동,청와대,초청,출범,국회,여소야대,체제,국회,환경,일선,체감,소통,야당,소통,중요,의원들,여당,의원,인식","청와대,의원들,신공항,새누리당,대구경북,간담회,영남,유승민,관계자,관계자들,정진석,가능성"," 박근혜 대통령이 8일 청와대에서 가질 새누리당 국회의원들과의 오찬 간담회에서 집권 후반기 국정과제에 대한 당의 협력과 여권 결집을 통한 국정동력 확보에 나설 것으로 보인다.
5일 정진석 새누리당 원내대표는 박 대통령이 새누리당 의원 전원을 청와대로 초청해 오찬 간담회를 갖는다고 발표했다. 박 대통령이 새누리당 의원 전원과 회동을 갖는 것은 취임 이후 ..",http://www.imaeil.com/sub_news/sub_news_view.php?news_id=32511&yy=2016,
01500601.20160704210421001,20160704,매일신문,이호준 기자 hoper@msnet.co.kr,"시도 지방분권 기관 단체, 제2관문공항 재추진 요구",지역>강원, 지역>부산,,,,,"정해걸,홍철,김형기,이창용,최백영,김규원","대한민국 제2관문공항 재추진,대구경북분권혁신아카데미,영남권,신공항,제2관문공,호남,제2관문공항,경북도지방분권협의회,영남","지방분권협의회,대구시의회,지방분권운동대구경북본부,지방분권","기관,시도,지방,분권,단체,제2관문,공항,요구,제2관문,공항,요구,영남,용역,결과,제기,대구시지방분권협의회,의장,김규원,경북도지방분권협의회,의장,정해걸,지방분권운동대구경북본부,상임대표,이창용,지방분권개헌청원대구경북본부,상임의장,최백영,대구경북분권혁신아카데미,이사장,김형기,지방분권리더스클럽,상임대표,홍철,지방,분권,기관,단체,5일,대구시의회,백지,대응,공동,회견,대한민국,관문,공항,재추진,요구,상임대표,이창용,지방,분권,운동,대구경북본부,상임,대표,정부,용역,결과,납득,분권단체들,협의,영남,호남,제2관문,공항,재추진,요구,묵과,상황,한목소리,분권단체,요구,시작,참여,범위,확대","이창용,제2관문,상임대표,영남,지방분권운동대구경북본부,대구시의회,대한민국,대구경북본부,재추진,이사장,대구시지방분권협의회,대구경북분권혁신아카데미,김형기,한목소리,경북도지방분권협의회,청원대구경북본부,최백영,김규원,상임의장,분권단체,묵과,대구시,지방분권리더스클럽,경북도,분권단체들,홍철,분권리더스,호남,정해걸,협의회,지방분권개헌청원대구경북본부,지방,분권,요구"," 제2관문공항 재추진 요구가 영남권 신공항 용역 결과 발표 후 처음으로 제기됐다. 
대구시지방분권협의회(의장 김규원)와 경북도지방분권협의회(의장 정해걸), 지방분권운동대구경북본부(상임대표 이창용), 지방분권개헌청원대구경북본부(상임의장 최백영), 대구경북분권혁신아카데미(이사장 김형기), 지방분권리더스클럽(상임대표 홍철) 등 6개 지방분권 관련 기관단체는 ..",http://www.imaeil.com/sub_news/sub_news_view.php?news_id=32361&yy=2016,
01500601.20160704200733001,20160704,매일신문,황수영 기자 swimming@msnet.co.kr,"최종 보고서 받지고 않고 ""용역 타당"" 우기는 정부",정치>국회_정당, 지역>경기, 지역>경남,,,,"정종섭,황교안,김경환","김해공항,프랑스,대정,대구시,밀양,부산,신공,가덕도,대구 동갑,영남권,대구,대구공항,영남","ADPi,국회의원,대구시,국방부,국토부,국회,부처,정부,청와대,기획재정부,파리공항공단엔지니어링,국토교통부,국무총리실,새누리당","최종,보고서,용역,정부,정종섭,의원,집중,질의,백지화,영남,백지,김해공항,확장,정부,용역,질문,국회,대정부,정부,무책임,답변,대구시,대구,국회의원,백지,K2,대책,대구공항,존치,국토교통부,장관,부처,국무총리실,청와대,참여,요구,합동,회의,개최,황교안,국무,총리,검토,원론적,답변,정부,이슈,지적,4일,국회,경제,분야,대정부,질문,국회의원,정종섭,새누리당,대구,동갑,영남,집중,질의,총리,자치단체,영남,자치,단체,주지,밀양,가덕도,확장,국토부,조사,결과,불가능,김해공항,확장,결정,대구,국회의원,부처,국무총리실,참여,검증,백지,협의체,구성,입장,요구,총리,시도지사,수용,합의,바탕,결정,특정,밀양,가덕도,염두,제한적,포괄적,검토,총리,대구,부산,시도지사,밀양,가덕도,김해공항,포함,지역,후보지,정부,논리,고집,의원,2007년,2012년,4차례,김해공항,확장,불가능,용역,결과,지적,총리,2012년,변화,소형기,위주,저가항공,확장,가능,활주로,과거,심도,검토,주장,프랑스,파리공항공단엔지니어링,ADPi,용역,강변,국토부,장관,부처,국무총리실,청와대,참여,검증,합동,회의,개최,확답,국회의원,대구,대구시장,백지,K2,대책,대구공항,존치,국토부,국방부,기획,재정부,장관,국무총리실,청와대,수석,참여,합동,회의,개최,요구,의원,회의,개최,입장,총리,정부,협조,상호효과적,논의,검토,즉답,국토부,김해공항,확장,K2,대책,대구공항,존치,질문,집중,의원,사전,영남,검토,용역,ADPi,최종,보고서,6월,제출,비판,최종보고서,용역,정부,주장,모순,제1차관,김경환,국토부,차관,발표문,용역,결과,핵심,입체,평가,결과,최종보고서,중순,예상,용역,핵심,수요,영남,항공,최선,대안,발표문,최종,확신,대구공항,존치,K2,계획,차관,K2,국토부,답변,국방부,대구시,협의,절차,진행,국방부,논의,무책임,답변","국토부,대구,영남,김해공항,국방부,국회의원,정종섭,백지화,밀양,대구공항,보고서,시도지사,가덕도,국무총리실"," 영남권 신공항 백지화 대신 김해공항 확장으로 결론 낸 정부 용역의 타당성을 따져 묻는 국회 대정부 질문에 정부는 무책임한 답변만 늘어놨다. 
특히 대구시와 대구 국회의원들이 신공항 백지화에 따른 K2 이전과 대구공항 존치 대책을 위해 국토교통부 등 3개 부처 장관과 국무총리실, 청와대가 참여하는 합동회의 개최 요구에 대해 황교안 국무총리는 ""검토하겠다..",http://www.imaeil.com/sub_news/sub_news_view.php?news_id=32312&yy=2016,
